# OpenSignals Text File Format
# {"20:16:02:26:60:88": {"sensor": ["ECG"], "device name": "20:16:02:26:60:88", "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "sync interval": 2, "time": "7:3:47.29", "comments": "", "device connection": "/dev/tty.BITalino-60-88-DevB", "channels": [2], "date": "2016-6-11", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": "5.1", "device": "bitalino", "position": 0, "sampling rate": 1000, "label": ["A2"], "resolution": [4, 1, 1, 1, 1, 10], "special": [{}]}}
# EndOfHeader
1	1	1	0	0	496	
2	1	1	0	0	496	
3	1	1	0	0	497	
4	1	1	0	0	498	
5	1	1	0	0	498	
6	1	1	0	0	499	
7	1	1	0	0	499	
8	1	1	0	0	499	
9	1	1	0	0	499	
10	1	1	0	0	500	
11	1	1	0	0	500	
12	1	1	0	0	499	
13	1	1	0	0	499	
14	1	1	0	0	499	
15	1	1	0	0	499	
0	1	1	0	0	499	
1	1	1	0	0	499	
2	1	1	0	0	500	
3	1	1	0	0	500	
4	1	1	0	0	499	
5	1	1	0	0	499	
6	1	1	0	0	499	
7	1	1	0	0	499	
8	1	1	0	0	499	
9	1	1	0	0	499	
10	1	1	0	0	499	
11	1	1	0	0	500	
12	1	1	0	0	499	
13	1	1	0	0	499	
14	1	1	0	0	499	
15	1	1	0	0	499	
0	1	1	0	0	499	
1	1	1	0	0	499	
2	1	1	0	0	499	
3	1	1	0	0	500	
4	1	1	0	0	501	
5	1	1	0	0	502	
6	1	1	0	0	502	
7	1	1	0	0	502	
8	1	1	0	0	501	
9	1	1	0	0	502	
10	1	1	0	0	502	
11	1	1	0	0	502	
12	1	1	0	0	503	
13	1	1	0	0	504	
14	1	1	0	0	504	
15	1	1	0	0	505	
0	1	1	0	0	505	
1	1	1	0	0	506	
2	1	1	0	0	506	
3	1	1	0	0	506	
4	1	1	0	0	507	
5	1	1	0	0	507	
6	1	1	0	0	508	
7	1	1	0	0	508	
8	1	1	0	0	508	
9	1	1	0	0	509	
10	1	1	0	0	510	
11	1	1	0	0	511	
12	1	1	0	0	511	
13	1	1	0	0	511	
14	1	1	0	0	511	
15	1	1	0	0	512	
0	1	1	0	0	513	
1	1	1	0	0	514	
2	1	1	0	0	515	
3	1	1	0	0	514	
4	1	1	0	0	515	
5	1	1	0	0	515	
6	1	1	0	0	515	
7	1	1	0	0	515	
8	1	1	0	0	515	
9	1	1	0	0	515	
10	1	1	0	0	516	
11	1	1	0	0	516	
12	1	1	0	0	517	
13	1	1	0	0	517	
14	1	1	0	0	517	
15	1	1	0	0	518	
0	1	1	0	0	518	
1	1	1	0	0	518	
2	1	1	0	0	518	
3	1	1	0	0	519	
4	1	1	0	0	519	
5	1	1	0	0	520	
6	1	1	0	0	520	
7	1	1	0	0	520	
8	1	1	0	0	520	
9	1	1	0	0	520	
10	1	1	0	0	520	
11	1	1	0	0	519	
12	1	1	0	0	519	
13	1	1	0	0	520	
14	1	1	0	0	521	
15	1	1	0	0	521	
0	1	1	0	0	522	
1	1	1	0	0	523	
2	1	1	0	0	523	
3	1	1	0	0	523	
4	1	1	0	0	523	
5	1	1	0	0	524	
6	1	1	0	0	524	
7	1	1	0	0	524	
8	1	1	0	0	524	
9	1	1	0	0	524	
10	1	1	0	0	524	
11	1	1	0	0	525	
12	1	1	0	0	526	
13	1	1	0	0	527	
14	1	1	0	0	527	
15	1	1	0	0	527	
0	1	1	0	0	528	
1	1	1	0	0	528	
2	1	1	0	0	529	
3	1	1	0	0	530	
4	1	1	0	0	529	
5	1	1	0	0	530	
6	1	1	0	0	531	
7	1	1	0	0	531	
8	1	1	0	0	531	
9	1	1	0	0	531	
